local;oaci;iata;tipo;denominacion;coordenadas;latitud;longitud;elev;uom_elev;ref;distancia_ref;direccion_ref;condicion;control;region;fir;uso;trafico;sna;concesionado;provincia;inhab
JOR;;;Aeródromo;"SAN JORGE";"31°52'58""S  61°50'36""W";-61.84333333;-31.88277778;106.00;Metros;"San Jorge";2.5;NE;PUBLICO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;"SANTA FÉ";NO
JRZ;SAZJ;;Aeródromo;JUÁREZ;"37°42'22""S  59°47'31""W";-59.79194444;-37.70611111;212.00;Metros;"Benito Juárez";3.0;SSO;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
JSM;SAWS;JSM;Aeródromo;"JOSÉ DE SAN MARTÍN";"44° 2'50""S  70°26'47""W";-70.44638889;-44.04722222;734.00;Metros;"José de San Martín";0.0;Lindando;PUBLICO;AERADIO;RASU;SAVF;CIVIL;Nacional;NO;NO;CHUBUT;NO
JUA;SANU;UAQ;Aeródromo;"SAN JUAN/DOMINGO FAUSTINO SARMIENTO";"31°34'17""S  68°25' 6""W";-68.41833333;-31.57138889;597.00;Metros;"San Juan";12.0;SE;PUBLICO;CONTROL;RANO;SAMF;;Nacional;SI;SI;"SAN JUAN";NO
JUJ;SASJ;JUJ;Aeródromo;"JUJUY/GOBERNADOR GUZMÁN";"24°23'33""S  65° 5'52""W";-65.09777778;-24.39250000;920.00;Metros;"San Salvador de Jujuy";33.0;SE;PUBLICO;CONTROL;RANO;SACF;CIVIL;Internacional;SI;SI;JUJUY;NO
LAE;;;Aeródromo;"PUNTA ROJA/EA. LA ELBA";"44°34'22""S  65°22'14""W";-65.37055556;-44.57277778;14.00;Metros;Camarones;37.0;NE;PRIVADO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;CHUBUT;NO
LAM;;;Aeródromo;"GENERAL LAMADRID";"37°13'34""S  61°16'44""W";-61.27888889;-37.22611111;171.00;Metros;"General La Madrid";3.0;NO;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
LAN;;;Aeródromo;LANTERI;"28°51'27""S  59°40'22""W";-59.67277778;-28.85750000;56.00;Metros;Lanteri;3.5;SO;PRIVADO;NOCONTROL;RANE;SARR;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
LAR;SANL;IRJ;Aeródromo;"LA RIOJA/CAP. VICENTE A. ALMONACID";"29°22'50""S  66°47'45""W";-66.79583333;-29.38055556;438.00;Metros;"La Rioja";7.0;NE;PUBLICO;CONTROL;RANO;SACF;CIVIL;Nacional;SI;SI;"LA RIOJA";NO
LAU;;;Aeródromo;"TRENQUE LAUQUEN";"36° 0'57""S  62°41'38""W";-62.69388889;-36.01583333;99.00;Metros;"Trenque Lauquen";4.0;SE;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
LAZ;;;Aeródromo;"LA PAZ/AEROCLUB";"30°44'37""S  59°34' 8""W";-59.56887000;-30.74368000;61.00;Metros;"La Paz";6.0;E;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"ENTRE RÍOS";NO
LBI;;;Aeródromo;LOBERIA;"38°11'22""S  58°47'14""W";-58.78720000;-38.18951000;81.00;Metros;Lobería;2.5;S;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
LCC;;;Aeródromo;"LA CARLOTA/CASAJUS";"33°23'18""S  63°18'20""W";-63.30551000;-33.38823000;143.00;Metros;"La Carlota";3.5;NNO;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;CÓRDOBA;NO
LCP;;;Aeródromo;LONCOPUÉ;"38° 4'54""S  70°38'39""W";-70.64406000;-38.08177000;1106.00;Metros;Loncopué;3.0;OSO;PUBLICO;NOCONTROL;RACE;SAMF;;Nacional;NO;NO;NEUQUÉN;NO
LCT;;;Aeródromo;"LA CARLOTA";"33°27'27""S  63°18'49""W";-63.31375000;-33.45761000;154.00;Metros;"La Carlota";4.0;S;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
LDA;;;Aeródromo;"LEZAMA/DON ALBERTO";"35°52'11""S  57°52'36""W";-57.87667000;-35.86972000;8.00;Metros;"Manuel J. Cobo";2.0;NE;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
LDG;;;Aeródromo;"LAGUNA DE GÓMEZ";"34°39'17""S  61° 0'33""W";-61.00910000;-34.65469000;80.00;Metros;Junín;11.0;SSO;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
LDR;SAOD;VDR;Aeródromo;"VILLA DOLORES";"31°56'51""S  65° 8'51""W";-65.14750000;-31.94750000;563.00;Metros;Cordoba;0.0;Lindando;PUBLICO;AERADIO;RANO;SACF;;Nacional;NO;NO;CÓRDOBA;NO
LEN;;;Aeródromo;"BELÉN DE ESCOBAR";"34°17'55""S  58°47'56""W";-58.79888889;-34.29861111;4.00;Metros;"Belén de Escobar";0.0;S;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
LEO;;;Aeródromo;LEONES;"32°38'34""S  62°19' 1""W";-62.31681000;-32.64264000;114.00;Metros;Leones;3.0;NO;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
LGM;SAVM;;Aeródromo;"SARMIENTO/LAGO MUSTERS";"45°34'30""S  69° 4'38""W";-69.07713000;-45.57506000;27.00;Metros;Sarmiento;0.0;N;PRIVADO;NOCONTROL;RASU;SAVF;;Nacional;NO;NO;CHUBUT;NO
LHP;;;Aeródromo;"LAS HERAS/LOS PERALES";"46°11'31""S  69°17'13""W";-69.28694444;-46.19194444;426.00;Metros;"Las Heras";47.0;NO;PRIVADO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;"SANTA CRUZ";NO
LIB;SARL;AOL;Aeródromo;"PASO DE LOS LIBRES";"29°41'17""S  57° 9' 8""W";-57.15222222;-29.68805556;70.00;Metros;"Paso de los Libres";6.0;NO;PUBLICO;CONTROL;RANE;SARR;;Internacional;SI;NO;CORRIENTES;NO
LIN;;;Aeródromo;LINCOLN;"34°53'27""S  61°31'53""W";-61.53138889;-34.89083333;85.00;Metros;Lincoln;3.0;S;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
LIO;SAZX;;Aeródromo;"NUEVE DE JULIO";"35°23'58""S  60°55'60""W";-60.93333333;-35.39944444;75.00;Metros;"9 de Julio";5.0;NO;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
LJN;;;Aeródromo;LUJÁN;"34°33' 2""S  59° 4'45""W";-59.07916667;-34.55055556;25.00;Metros;Luján;2.0;ENE;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
LLA;;;Aeródromo;"LAS LAJITAS/AEROSOLUCIONES";"24°44'56""S  64°14' 6""W";-64.23500000;-24.74888889;492.00;Metros;"Las Lajitas";4.0;OSO;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;SALTA;NO
LLC;;;Aeródromo;"LONGCHAMPS/LA CAÍDA";"34°51'45""S  58°20'41""W";-58.34472222;-34.86250000;28.00;Metros;Longchamps;4.0;E;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
LLE;;;Aeródromo;"LIBERTAD/LA ESMERALDA";"29°59'42""S  57°50'18""W";-57.83833000;-29.99510000;81.00;Metros;Libertad;8.0;NNO;PRIVADO;NOCONTROL;RANE;SARR;;Nacional;NO;NO;CORRIENTES;NO
LLJ;;;Aeródromo;"LAS LAJAS";"38°32'18""S  70°20'12""W";-70.33670000;-38.53828000;850.00;Metros;"Las Lajas";3.0;SE;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;NEUQUÉN;NO
LMD;;;Aeródromo;"JUAN N. FERNÁNDEZ/LA MADRUGADA";"38° 0'30""S  59°20'60""W";-59.34998000;-38.00845000;137.00;Metros;"Juan N. Fernández";7.0;O;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
LMF;;;Aeródromo;"LOS MOLINOS/ESTABLECIMIENTO LA FLORENCIA";"33° 4'45""S  61°18'59""W";-61.31628000;-33.07912000;75.00;Metros;"Los Molinos";3.0;NNE;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
LNH;;;Aeródromo;"LAGO NAHUEL HUAPI";"41° 5'50""S  71°10'36""W";-71.17678000;-41.09725000;780.00;Metros;"San Carlos de Bariloche";11.0;ENE;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"RÍO NEGRO";NO
LNV;;;Aeródromo;"LINCOLN/LA NUEVA";"34°56'41""S  61°18' 8""W";-61.30217000;-34.94464000;75.00;Metros;Lincoln;22.0;SE;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
LPB;;;Aeródromo;"COMANDANTE LUIS PIEDRABUENA";"49°59'42""S  68°56'59""W";-68.94984000;-49.99499000;24.00;Metros;"Comandante Luis Piedrabuena";3.5;SSO;PRIVADO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;"SANTA CRUZ";NO
LPP;;;Aeródromo;"LAS PALMAS/PETRUK";"27° 5'16""S  58°40'10""W";-58.66944444;-27.08777778;54.00;Metros;"Las Palmas";4.0;SSE;PRIVADO;NOCONTROL;RANE;SARR;AEROAPP;Nacional;NO;NO;CHACO;NO
LPR;;;Aeródromo;LAPRIDA;"37°31'15""S  60°46'42""W";-60.77833333;-37.52083333;210.00;Metros;Laprida;2.0;NE;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
LRE;;;Aeródromo;"LA RAMADA DE ABAJO/DON EMILIO";"26°43'58""S  64°53' 5""W";-64.88463000;-26.73288000;530.00;Metros;"La Ramada";5.0;SE;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;TUCUMÁN;NO
LRS;;;Aeródromo;"LAS ROSAS";"32°29'35""S  61°34'54""W";-61.58166667;-32.49305556;102.00;Metros;"Las Rosas";1.0;S;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"SANTA FÉ";NO
LRT;;;Aeródromo;"LAS ROSAS/HORIZONTE APLICACIONES AÉREAS";"32°31'13""S  61°33' 3""W";-61.55083333;-32.52027778;98.00;Metros;"Las Rosas";6.0;SE;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
LVA;;;Aeródromo;"LAS VARAS/MACIAS";"31°49' 2""S  62°37'49""W";-62.63027778;-31.81722222;126.00;Metros;"Las Varas";2.0;SO;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;CÓRDOBA;NO
LVL;;;Aeródromo;"LAS VARILLAS";"31°53'30""S  62°42'17""W";-62.70472222;-31.89166667;135.00;Metros;"Las Varillas";2.0;SE;PRIVADO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;CÓRDOBA;NO
LVM;;;Aeródromo;"LUJÁN/EA. VILLA MARÍA";"34°38'37""S  59° 7'38""W";-59.12727000;-34.64360000;32.00;Metros;Luján;9.0;S;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
LVR;;;Aeródromo;"LAS VARILLAS/GINEVRO";"31°51'29""S  62°50'40""W";-62.84449000;-31.85801000;145.00;Metros;"Las Varillas";12.0;O;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;CÓRDOBA;NO
LYE;SAOL;;Aeródromo;LABOULAYE;"34° 8' 8""S  63°21'45""W";-63.36237000;-34.13544000;137.00;Metros;Laboulaye;2.7;E;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
LZA;;;Aeródromo;"LAGO LA ESPERANZA";"42°13' 2""S  71°48'19""W";-71.80522000;-42.21713000;560.00;Metros;"Lago Puelo";24.0;SO;PRIVADO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;CHUBUT;NO
MAB;;;Aeródromo;MAGGIOLO/SAMAVE;"33°47'11""S  62° 7'41""W";-62.12792000;-33.78639000;109.00;Metros;Maggiolo;13.0;SE;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
MAC;;;Aeródromo;MACACHIN;"37° 8'45""S  63°40'44""W";-63.67893000;-37.14581000;140.00;Metros;Macachín;0.0;SO;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"LA PAMPA";NO
MAD;;;Aeródromo;"GENERAL MADARIAGA";"37° 2'19""S  57° 8'11""W";-57.13638889;-37.03861111;7.00;Metros;"General Juan Madariaga";4.0;S;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
MAI;;;Aeródromo;"MONTE MAIZ";"33°12'40""S  62°37'52""W";-62.63111111;-33.21111111;113.00;Metros;"Monte Maiz";2.0;O;PUBLICO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;CÓRDOBA;NO
MAO;;;Aeródromo;"VEINTICINCO DE MAYO";"37°48'35""S  67°39'34""W";-67.65938000;-37.80974000;347.00;Metros;"25 de Mayo";7.5;ESE;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"LA PAMPA";NO
MAQ;SAVQ;MQD;Aeródromo;MAQUINCHAO;"41°14'34""S  68°42'30""W";-68.70828000;-41.24288000;880.00;Metros;Maquinchao;0.0;NE;PUBLICO;NOCONTROL;RASU;SAVF;;Nacional;NO;NO;"RÍO NEGRO";NO
MAT;SADZ;;Aeródromo;MATANZA;"34°43'42""S  58°30' 2""W";-58.50055556;-34.72833333;3.00;Metros;"La Matanza";3.0;NNE;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
MAY;;;Aeródromo;"VEINTICINCO DE MAYO";"35°26'47""S  60° 5'19""W";-60.08861111;-35.44638889;89.00;Metros;"25 de Mayo";7.0;ENE;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
MBF;;;Aeródromo;"MONTE BUEY/PEDRO FERRARI";"32°55'54""S  62°26' 5""W";-62.43474000;-32.93173000;108.00;Metros;"Monte Buey";2.0;ESE;PUBLICO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;CÓRDOBA;NO
MBI;SAWB;;Aeródromo;"VICECOMODORO MARAMBIO";"64°14'21""S  56°37'51""W";-56.63085000;-64.23913000;209.50;Metros;"Isla Marambio. Mar de Weddell.";;;PUBLICO;CONTROL;RASU;SAVF;MIL;Nacional;NO;NO;"TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR";NO
MBL;;;Aeródromo;MIRAMAR/BELLAMAR;"38°23' 8""S  58° 8' 1""W";-58.13353000;-38.38559000;13.00;Metros;Miramar;29.5;SO;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
MCL;;;Aeródromo;"MINA CLAVERO";"31°43'49""S  64°59'16""W";-64.98777778;-31.73027778;970.00;Metros;"Mina Clavero";1.0;E;PUBLICO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;CÓRDOBA;NO
MCO;;;Aeródromo;"LOS MENUCOS";"40°48'57""S  68° 4'19""W";-68.07203000;-40.81596000;784.00;Metros;"Los Menucos";3.0;SO;PUBLICO;NOCONTROL;RASU;SAVF;;Nacional;NO;NO;"RÍO NEGRO";NO
MCP;;;Aeródromo;"MONTE CASEROS/EL PILINCHO";"30°23'14""S  57°58' 6""W";-57.96833333;-30.38722222;71.00;Metros;"Monte Caseros";35.0;OSO;PRIVADO;NOCONTROL;RANE;SARR;;Nacional;NO;NO;CORRIENTES;NO
MCS;SARM;MCS;Aeródromo;"MONTE CASEROS";"30°16'13""S  57°38'22""W";-57.63944444;-30.27027778;52.00;Metros;"Monte Caseros";1.5;S;PUBLICO;AERADIO;RANE;SARR;;Nacional;NO;NO;CORRIENTES;NO
MCT;;;Aeródromo;"MONTE CASEROS/TIMBOY";"30°14' 7""S  57°50'45""W";-57.84572000;-30.23519000;65.00;Metros;"Monte Caseros";21.0;ONO;PRIVADO;NOCONTROL;RANE;SARR;;Nacional;NO;NO;CORRIENTES;NO
MDB;;;Aeródromo;"MAR DEL PLATA/BATAN";"38° 0'42""S  57°40'39""W";-57.67750000;-38.01166667;62.00;Metros;Batán;11.5;O;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
MDP;SAZM;MDQ;Aeródromo;"MAR DEL PLATA/ASTOR PIAZZOLLA";"37°56' 3""S  57°34'24""W";-57.57333333;-37.93416667;22.00;Metros;"Mar del Plata";7.0;N;PUBLICO;CONTROL;RACE;SAEF;;Internacional;SI;SI;"BUENOS AIRES";NO
MER;SADR;;Aeródromo;MERLO;"34°40'35""S  58°44'38""W";-58.74388889;-34.67638889;15.00;Metros;Merlo;2.0;SO;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
MEZ;;;Aeródromo;"CÓRDOBA/LA MEZQUITA";"31°24' 4""S  64°18' 1""W";-64.30030000;-31.40103000;510.00;Metros;"La Mezquita";6.0;O;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
MGI;;;Aeródromo;"ISLA MARTÍN GARCIA";"34°10'56""S  58°14'49""W";-58.24694444;-34.18222222;2.00;Metros;"Isla Martín Garcia";0.0;Lindando;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
MIN;;;Aeródromo;"VILLA MINETTI";"28°37' 8""S  61°36'13""W";-61.60359000;-28.61901000;75.00;Metros;"Villa Minetti";5.0;E;PRIVADO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;"SANTA FÉ";NO
MJZ;SAOM;;Aeródromo;"MARCOS JUAREZ";"32°41' 2""S  62° 9'28""W";-62.15772000;-32.68400000;110.00;Metros;"Marcos Juarez";5.0;O;PUBLICO;AERADIO;RANO;SACF;;Nacional;NO;NO;CÓRDOBA;NO
MLA;;;Aeródromo;MALABRIGO;"29°22' 2""S  59°58'41""W";-59.97805556;-29.36722222;54.00;Metros;Malabrigo;1.5;S;PRIVADO;NOCONTROL;RANE;SARR;;Nacional;NO;NO;"SANTA FÉ";NO
MLD;;;Aeródromo;"CORONEL MOLDES";"33°37' 3""S  64°37' 1""W";-64.61701000;-33.61743000;357.00;Metros;"Coronel Moldes";1.5;NNO;PUBLICO;NOCONTROL;RANO;SAMF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
MLG;SAMM;LGS;Aeródromo;"MALARGÜE/COMODORO D. RICARDO SALOMÓN";"35°29'43""S  69°34'23""W";-69.57305556;-35.49527778;1424.00;Metros;Malargüe;1.0;S;PUBLICO;CONTROL;RANO;SAMF;;Nacional;SI;SI;MENDOZA;NO
MOI;;;Aeródromo;"CORRALITO/DON MOISÉS";"32° 2' 8""S  64°11'28""W";-64.19111111;-32.03555556;489.00;Metros;Corralito;1.5;S;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;CÓRDOBA;NO
MON;;;Aeródromo;"MONJE/FUMIGACIONES GONZALEZ";"32°21'32""S  60°58'47""W";-60.97972222;-32.35888889;30.00;Metros;Monje;3.0;O;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
MOR;SADM;;Aeródromo;MORÓN;"34°40'45""S  58°38'37""W";-58.64361111;-34.67916667;29.00;Metros;Morón;3.0;SO;PUBLICO;CONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
MPH;;;Aeródromo;"MAR DEL PLATA/PARQUE HERMOSO";"38° 1'42""S  57°38'23""W";-57.63972222;-38.02833333;35.00;Metros;"Parque Hermoso";9.0;OSO;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
MPP;;;Aeródromo;"MAR DEL PLATA/CLUB DE PLANEADORES";"38° 0'55""S  57°39'13""W";-57.65361111;-38.01527778;45.00;Metros;"Mar del Plata";9.5;O;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
MPU;;;Aeródromo;MAIPÚ;"36°53'20""S  57°51' 6""W";-57.85166667;-36.88888889;16.00;Metros;Maipú;3.0;SE;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
MRD;;;Aeródromo;MERCEDES;"34°38'20""S  59°27'19""W";-59.45527778;-34.63888889;42.00;Metros;Mercedes;2.5;NO;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
MSA;;;Aeródromo;"VEINTICINCO DE MAYO/SERVICIOS AGROAÉREOS";"35°26'58""S  60° 9'39""W";-60.16088000;-35.44932000;50.00;Metros;"25 de Mayo";2.0;SE;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
MSP;;;Aeródromo;"MARCOS PAZ";"34°47'51""S  58°53'49""W";-58.89693000;-34.79759000;28.00;Metros;"Marcos Paz";6.5;E;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
MSR;;;Aeródromo;"MERCEDES/EA. SANTA ROMANA";"33°44'49""S  65°14'44""W";-65.24549000;-33.74683000;472.00;Metros;"Villa Reynolds";13.0;E;PRIVADO;NOCONTROL;RANO;SAMF;;Nacional;NO;NO;"SAN LUIS";NO
MTL;;;Aeródromo;MONTECARLO;"26°32'39""S  54°43'26""W";-54.72388889;-26.54416667;240.00;Metros;Montecarlo;3.5;NE;PRIVADO;NOCONTROL;RANE;SARR;;Nacional;NO;NO;MISIONES;NO
MTN;;;Aeródromo;METAN;"25°30'51""S  64°57'56""W";-64.96555556;-25.51416667;843.00;Metros;Metán;2.0;NO;PRIVADO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;SALTA;NO
MTR;;;Aeródromo;MORTEROS;"30°40'33""S  62° 1'33""W";-62.02590000;-30.67594000;94.00;Metros;Morteros;3.0;NNO;PUBLICO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;CÓRDOBA;NO
MUQ;;;Aeródromo;"QUEMÚ QUEMÚ";"36° 3'27""S  63°37'53""W";-63.63138889;-36.05750000;0.00;Metros;"Quemú Quemú";6.0;O;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"LA PAMPA";NO
MUS;;;Aeródromo;CHASCOMÚS;"35°32'32""S  58° 3' 7""W";-58.05194444;-35.54222222;10.00;Metros;Chascomús;5.0;NO;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
NAN;;;Aeródromo;HERNANDO/AEROCLUB;"32°20'25""S  63°41' 9""W";-63.68583333;-32.34027778;282.00;Metros;Hernando;1.0;NNE;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;CÓRDOBA;NO
NDL;;;Aeródromo;TANDIL/AEROCLUB;"37°15'47""S  59° 5'37""W";-59.09361111;-37.26305556;165.00;Metros;Tandil;7.0;NNE;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
NDR;;;Aeródromo;"NORBERTO DE LA RIESTRA";"35°19'39""S  59°47'28""W";-59.79108050;-35.32758300;38.50;Metros;"Norberto de la Riestra";6.0;S;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
NEC;SAZO;NEC;Aeródromo;NECOCHEA;"38°29'22""S  58°48'59""W";-58.81626000;-38.48954000;22.00;Metros;Necochea;10.0;NE;PUBLICO;AERADIO;RACE;SAEF;;Nacional;SI;NO;"BUENOS AIRES";NO
NEI;;;Aeródromo;NECOCHEA/IRIBERRI;"38°28'44""S  58°48'16""W";-58.80453000;-38.47884000;33.00;Metros;Necochea;10.0;NO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
NEU;SAZN;NQN;Aeródromo;"NEUQUÉN/PRESIDENTE PERÓN";"38°56'56""S  68° 9'21""W";-68.15583333;-38.94888889;273.00;Metros;Neuquén;8.0;ONO;PUBLICO;CONTROL;RACE;SAEF;;Internacional;SI;SI;NEUQUÉN;NO
NIK;;;Aeródromo;LOBERIA/NIKA;"38° 9'24""S  58°45'39""W";-58.76087000;-38.15666000;80.00;Metros;Lobería;2.0;E;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
NIN;SAAJ;JNI;Aeródromo;JUNÍN;"34°32'45""S  60°55'50""W";-60.93051000;-34.54589000;80.00;Metros;Junín;6.5;NNE;PUBLICO;AERADIO;RACE;SAEF;CIVIL;Nacional;SI;NO;"BUENOS AIRES";NO
NJB;;;Aeródromo;"NOGOYÁ/JUAN CARLOS BAGUR";"32°25' 7""S  59°48'57""W";-59.81583333;-32.41861111;58.00;Metros;Nogoyá;4.0;SO;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"ENTRE RÍOS";NO
NOG;;;Aeródromo;NOGOYÁ;"32°23'58""S  59°45' 2""W";-59.75055556;-32.39944444;43.00;Metros;Nogoyá;5.0;E;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"ENTRE RÍOS";NO
NOT;;;Aeródromo;NOGOYÁ/TOGNOLI;"32°26'50""S  59°51'58""W";-59.86611000;-32.44736000;60.00;Metros;Nogoyá;9.5;SO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"ENTRE RÍOS";NO
NPA;;;Aeródromo;"NECOCHEA/PULVERIZACIONES AEROSUR";"38°34'31""S  58°47'42""W";-58.79500000;-38.57527778;15.00;Metros;Necochea;5.5;SO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
NST;;;Aeródromo;"NUESTRA SEÑORA DE TALAVERA/FINCA TOLOCHE";"25°26'15""S  63°51'29""W";-63.85805556;-25.43750000;317.00;Metros;"Nuestra Señora de Talavera";8.0;NO;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;SALTA;NO
NVR;;;Aeródromo;NAVARRO;"35° 1'25""S  59°17' 9""W";-59.28583333;-35.02361111;30.00;Metros;Navarro;2.0;SO;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
OBE;SATO;;Aeródromo;OBERÁ;"27°31' 5""S  55° 7'27""W";-55.12421000;-27.51810000;343.00;Metros;Oberá;3.0;SE;PRIVADO;NOCONTROL;RANE;SARR;;Nacional;NO;NO;MISIONES;NO
